building,geometry
yes,"POLYGON ((73.010576 33.6928742, 73.0104687 33.6930406, 73.0103323 33.6929798, 73.0103513 33.6929503, 73.0102502 33.6929052, 73.0103385 33.6927683, 73.010576 33.6928742))"
yes,"POLYGON ((73.0107 33.6926785, 73.0105856 33.6928347, 73.010349 33.6927147, 73.0104324 33.6926008, 73.0104051 33.6925869, 73.0104361 33.6925446, 73.0107 33.6926785))"
yes,"POLYGON ((73.0104925 33.6925415, 73.0106004 33.692376, 73.0107465 33.692442, 73.0107515 33.6924343, 73.0108085 33.69246, 73.0107815 33.6925014, 73.0108385 33.6925271, 73.0107896 33.692602, 73.0107648 33.6925908, 73.0107276 33.6926477, 73.0104925 33.6925415))"
yes,"POLYGON ((73.0108509 33.6922689, 73.0109357 33.6923078, 73.0110052 33.6923396, 73.0109723 33.6923893, 73.0109476 33.6923779, 73.010892 33.6924618, 73.0107624 33.6924024, 73.0108509 33.6922689))"
yes,"POLYGON ((73.010856 33.6922435, 73.0107591 33.6923946, 73.0106422 33.6923427, 73.0107391 33.6921915, 73.010856 33.6922435))"
yes,"POLYGON ((73.0107986 33.6920839, 73.010888 33.6919624, 73.0112047 33.6921008, 73.011107 33.6922401, 73.0107986 33.6920839))"
yes,"POLYGON ((73.0108953 33.6919397, 73.0109699 33.6918345, 73.0112364 33.6919655, 73.0111618 33.6920706, 73.0108953 33.6919397))"
yes,"POLYGON ((73.0112236 33.6919032, 73.0110157 33.6917983, 73.0110882 33.6916988, 73.0111863 33.6917483, 73.0111607 33.6917834, 73.0112195 33.6918131, 73.0112451 33.691778, 73.0113618 33.6918368, 73.0112952 33.6919282, 73.0112775 33.6919193, 73.0112537 33.6919519, 73.0112057 33.6919277, 73.0112236 33.6919032))"
yes,"POLYGON ((73.0114165 33.6917067, 73.0114583 33.6916578, 73.0115384 33.6917053, 73.0114966 33.6917541, 73.0114165 33.6917067))"
yes,"POLYGON ((73.0114286 33.6915063, 73.0115129 33.6915437, 73.0114435 33.691652, 73.0113592 33.6916146, 73.0114286 33.6915063))"
yes,"POLYGON ((73.0110216 33.6906848, 73.0111923 33.6904652, 73.0113057 33.6905263, 73.0111351 33.6907459, 73.0110216 33.6906848))"
yes,"POLYGON ((73.010814 33.6902756, 73.0108422 33.6902344, 73.0108827 33.6902536, 73.0109156 33.6902056, 73.0113822 33.690427, 73.011321 33.6905163, 73.010814 33.6902756))"
yes,"POLYGON ((73.0109102 33.6908345, 73.0109869 33.6906967, 73.0110961 33.6907388, 73.0110193 33.6908766, 73.0109102 33.6908345))"
yes,"POLYGON ((73.0113685 33.6906569, 73.0113802 33.6906372, 73.0113845 33.690639, 73.0114561 33.690519, 73.0115142 33.690543, 73.0115451 33.690491, 73.0118573 33.6906198, 73.0118253 33.6906735, 73.0117844 33.6906567, 73.0116819 33.6908286, 73.0115764 33.6907851, 73.0115967 33.6907511, 73.0113685 33.6906569))"
yes,"POLYGON ((73.011661 33.6908642, 73.0115986 33.6909597, 73.0113626 33.690853, 73.011425 33.6907575, 73.011661 33.6908642))"
yes,"POLYGON ((73.0121458 33.6909188, 73.0120862 33.6909981, 73.011843 33.6908577, 73.0119068 33.6907802, 73.0121458 33.6909188))"
yes,"POLYGON ((73.0117383 33.6910224, 73.0117899 33.6909412, 73.011954 33.6910183, 73.0118946 33.6910996, 73.0117383 33.6910224))"
yes,"POLYGON ((73.011993 33.6906364, 73.0122388 33.6907687, 73.012174 33.6908521, 73.0119282 33.6907198, 73.011993 33.6906364))"
yes,"POLYGON ((73.0122858 33.690297, 73.0123655 33.6903341, 73.0123403 33.6903714, 73.0123893 33.6903943, 73.0123505 33.690452, 73.012375 33.6904635, 73.0123281 33.6905331, 73.0122975 33.6905189, 73.0122609 33.6905732, 73.0121383 33.6905162, 73.0122858 33.690297))"
yes,"POLYGON ((73.0123089 33.6902795, 73.0123577 33.69018, 73.0125624 33.6902495, 73.0125183 33.6903394, 73.0124378 33.6903121, 73.0124331 33.6903217, 73.0123089 33.6902795))"
yes,"POLYGON ((73.0123938 33.6900964, 73.0124351 33.6900322, 73.0126644 33.6901344, 73.0125867 33.6902551, 73.0123887 33.6901668, 73.0124251 33.6901103, 73.0123938 33.6900964))"
yes,"POLYGON ((73.0126663 33.6897862, 73.012856 33.6898775, 73.0127944 33.6899662, 73.0126047 33.6898748, 73.0126663 33.6897862))"
yes,"POLYGON ((73.0127077 33.6897428, 73.0127391 33.6896773, 73.0129173 33.6897364, 73.0128638 33.6898481, 73.0127087 33.6897967, 73.0127309 33.6897505, 73.0127077 33.6897428))"
yes,"POLYGON ((73.0129007 33.6894468, 73.0131154 33.6895241, 73.0130704 33.6896106, 73.0130153 33.6895907, 73.0129674 33.6896828, 73.0128079 33.6896254, 73.0129007 33.6894468))"
yes,"POLYGON ((73.012465 33.6896487, 73.0125317 33.6895444, 73.012721 33.6896282, 73.0125909 33.6898317, 73.0123932 33.6897441, 73.0124566 33.689645, 73.012465 33.6896487))"
yes,"POLYGON ((73.0121908 33.6896325, 73.0123086 33.6894511, 73.012485 33.6895305, 73.0123538 33.6897325, 73.0122977 33.6897073, 73.0123112 33.6896866, 73.0121908 33.6896325))"
yes,"POLYGON ((73.0124814 33.6891916, 73.0125853 33.6892315, 73.0124802 33.689421, 73.0123763 33.6893811, 73.0124814 33.6891916))"
yes,"POLYGON ((73.0126781 33.6893253, 73.0128797 33.689406, 73.0127755 33.6895862, 73.0125739 33.6895054, 73.0126781 33.6893253))"
yes,"POLYGON ((73.0122148 33.6902872, 73.0121094 33.6904542, 73.0120475 33.6904271, 73.0120381 33.6904421, 73.0119224 33.6903916, 73.0120372 33.6902096, 73.0122148 33.6902872))"
yes,"POLYGON ((73.0118045 33.6897436, 73.0119658 33.6898234, 73.0118532 33.689981, 73.0118266 33.6899678, 73.0118043 33.6899992, 73.0116378 33.6899168, 73.0117839 33.6897124, 73.0118156 33.6897281, 73.0118045 33.6897436))"
yes,"POLYGON ((73.0119991 33.6898484, 73.0121751 33.689932, 73.0120526 33.6901104, 73.0118767 33.6900267, 73.0119991 33.6898484))"
yes,"POLYGON ((73.0122141 33.6899751, 73.0123854 33.6900653, 73.012257 33.6902343, 73.0120857 33.6901441, 73.0122141 33.6899751))"
yes,"POLYGON ((73.0116856 33.6902899, 73.0118082 33.6900837, 73.0120098 33.6901666, 73.0118873 33.6903729, 73.0116856 33.6902899))"
yes,"POLYGON ((73.0117687 33.6900728, 73.0116696 33.6902319, 73.0114802 33.6901503, 73.0115793 33.6899912, 73.0117687 33.6900728))"
yes,"POLYGON ((73.0115654 33.6899373, 73.0114339 33.6901341, 73.0112495 33.6900488, 73.0112655 33.6900249, 73.0112122 33.6900003, 73.0112013 33.6900166, 73.0110037 33.6899252, 73.0111331 33.6897316, 73.0113523 33.689833, 73.0113494 33.6898373, 73.0115654 33.6899373))"
yes,"POLYGON ((73.0115982 33.6895459, 73.0117857 33.6896473, 73.0116121 33.6898901, 73.0114207 33.6898045, 73.0115982 33.6895459))"
yes,"POLYGON ((73.0115457 33.6895695, 73.0115023 33.6896237, 73.0114154 33.6897445, 73.0113665 33.6897876, 73.0111859 33.6896886, 73.0113456 33.6894469, 73.0115457 33.6895695))"
yes,"POLYGON ((73.0112933 33.6894478, 73.0111561 33.6896378, 73.0110491 33.6895841, 73.0111758 33.6893954, 73.0112933 33.6894478))"
yes,"POLYGON ((73.0110852 33.6896971, 73.010953 33.6898883, 73.0107918 33.6898111, 73.0108927 33.6896652, 73.0108665 33.6896527, 73.0108978 33.6896074, 73.0110852 33.6896971))"
yes,"POLYGON ((73.0105114 33.6896787, 73.0105425 33.6896225, 73.0105868 33.6896394, 73.0106632 33.6895013, 73.0108544 33.6895746, 73.010749 33.6897652, 73.0106949 33.6897445, 73.0106929 33.6897482, 73.0105114 33.6896787))"
yes,"POLYGON ((73.0107245 33.6894375, 73.0107769 33.6893503, 73.0108327 33.6892759, 73.010868 33.689211, 73.0110961 33.6893093, 73.0109261 33.6895279, 73.0107245 33.6894375))"
yes,"POLYGON ((73.0105092 33.6893195, 73.0106592 33.6891201, 73.0108449 33.6892032, 73.0106817 33.6894255, 73.0105776 33.689375, 73.0105893 33.6893583, 73.0105092 33.6893195))"
yes,"POLYGON ((73.010316 33.6895695, 73.0104579 33.6893741, 73.0106465 33.689469, 73.0105045 33.6896644, 73.010316 33.6895695))"
yes,"POLYGON ((73.0102304 33.6892704, 73.0104127 33.6893606, 73.0103014 33.6895164, 73.010119 33.6894262, 73.0102304 33.6892704))"
yes,"POLYGON ((73.0103645 33.6892127, 73.0103497 33.6892349, 73.01028 33.6892027, 73.0104422 33.6889846, 73.0106241 33.6890814, 73.0104917 33.6892715, 73.0103645 33.6892127))"
yes,"POLYGON ((73.010258 33.689165, 73.0101622 33.6891183, 73.0103025 33.6889189, 73.0103984 33.6889656, 73.010258 33.689165))"
yes,"POLYGON ((73.0098927 33.6893184, 73.0100139 33.6891449, 73.0101843 33.6892273, 73.0100759 33.6893824, 73.0099769 33.6893345, 73.0099641 33.6893529, 73.0098927 33.6893184))"
yes,"POLYGON ((73.0097766 33.6892903, 73.0096492 33.6892167, 73.0096969 33.6891595, 73.0096644 33.6891407, 73.0097743 33.6890089, 73.0099806 33.6891281, 73.0097978 33.6893472, 73.0097515 33.6893204, 73.0097766 33.6892903))"
yes,"POLYGON ((73.0098403 33.6889661, 73.0099493 33.6888189, 73.0099143 33.688801, 73.0099466 33.6887573, 73.0101527 33.6888629, 73.0100113 33.6890538, 73.0098403 33.6889661))"
yes,"POLYGON ((73.009618 33.6888571, 73.0097446 33.6886618, 73.0099358 33.6887475, 73.0098091 33.6889429, 73.009618 33.6888571))"
yes,"POLYGON ((73.0011219 33.6878245, 73.0009944 33.6880022, 73.000767 33.6878892, 73.0007516 33.6879106, 73.0005737 33.6878222, 73.0007165 33.6876231, 73.0011219 33.6878245))"
yes,"POLYGON ((73.0011438 33.6878474, 73.0013361 33.6879367, 73.0012346 33.6880882, 73.0010422 33.687999, 73.0011438 33.6878474))"
yes,"POLYGON ((73.0012927 33.6878415, 73.0012057 33.6877964, 73.0013501 33.6876034, 73.0015279 33.6876956, 73.0013667 33.6879111, 73.0012758 33.687864, 73.0012927 33.6878415))"
yes,"POLYGON ((73.0013638 33.6879342, 73.0014865 33.6879848, 73.0014673 33.688017, 73.0015621 33.6880561, 73.0014336 33.6882719, 73.0012161 33.6881823, 73.0013638 33.6879342))"
yes,"POLYGON ((73.001778 33.6881737, 73.001656 33.6883559, 73.00157 33.6883161, 73.0015426 33.688357, 73.0014566 33.6883171, 73.001606 33.688094, 73.001778 33.6881737))"
yes,"POLYGON ((73.0018155 33.6882289, 73.0019607 33.6882869, 73.0018414 33.6884936, 73.0016962 33.6884356, 73.0018155 33.6882289))"
yes,"POLYGON ((73.0016464 33.6880289, 73.0018159 33.6877558, 73.0018476 33.6877694, 73.0018225 33.6878099, 73.0019962 33.6878845, 73.0018519 33.6881171, 73.0016464 33.6880289))"
yes,"POLYGON ((73.0018678 33.688132, 73.0020126 33.6879093, 73.0020956 33.6879467, 73.0021069 33.6879294, 73.0021642 33.6879552, 73.0021469 33.6879818, 73.0021995 33.6880055, 73.0021674 33.6880549, 73.0021778 33.6880596, 73.0020711 33.6882235, 73.0018678 33.688132))"
yes,"POLYGON ((73.0016377 33.6879728, 73.0015522 33.6879391, 73.0015569 33.6879308, 73.0014627 33.6878937, 73.0015502 33.6877397, 73.00173 33.6878104, 73.0016377 33.6879728))"
yes,"POLYGON ((73.0009728 33.6876818, 73.0010898 33.6875299, 73.0010498 33.6875086, 73.0010644 33.6874897, 73.0010778 33.6874968, 73.0011192 33.687443, 73.0013397 33.6875606, 73.0011667 33.6877852, 73.0009728 33.6876818))"
yes,"POLYGON ((73.0009624 33.6876545, 73.0008507 33.6876129, 73.0009685 33.6873945, 73.0010801 33.6874361, 73.0009624 33.6876545))"
yes,"POLYGON ((73.000796 33.6874759, 73.0008322 33.6875025, 73.0007638 33.6875672, 73.0007275 33.6875406, 73.000796 33.6874759))"
yes,"POLYGON ((73.0009291 33.6872925, 73.0009898 33.6873225, 73.0009416 33.6873902, 73.0008808 33.6873602, 73.0009291 33.6872925))"
yes,"POLYGON ((73.0011059 33.6880569, 73.0012121 33.6881064, 73.0011892 33.6881404, 73.001083 33.6880909, 73.0011059 33.6880569))"
yes,"POLYGON ((73.0011871 33.6881472, 73.0011469 33.6881994, 73.0011184 33.6881842, 73.0011586 33.688132, 73.0011871 33.6881472))"
yes,"POLYGON ((73.00152 33.6881349, 73.0015632 33.6880732, 73.0016092 33.6880956, 73.0015661 33.6881572, 73.00152 33.6881349))"
yes,"POLYGON ((73.0016342 33.6884076, 73.0016561 33.6883723, 73.001651 33.6883702, 73.0016761 33.6883296, 73.001713 33.6883454, 73.001666 33.6884212, 73.0016342 33.6884076))"
yes,"POLYGON ((73.0022362 33.6886781, 73.0020876 33.6886117, 73.0020709 33.6886376, 73.0020134 33.6886119, 73.0021588 33.6883868, 73.0023648 33.688479, 73.0022362 33.6886781))"
yes,"POLYGON ((73.0023413 33.6884253, 73.0024106 33.6884564, 73.002392 33.6884851, 73.0023227 33.688454, 73.0023413 33.6884253))"
yes,"POLYGON ((73.0025757 33.6885546, 73.0025539 33.6885868, 73.0025865 33.688602, 73.0024603 33.6887884, 73.0022689 33.6886987, 73.0024169 33.6884802, 73.0025757 33.6885546))"
yes,"POLYGON ((73.0028208 33.6887266, 73.0027096 33.6888943, 73.0026492 33.6888665, 73.0026401 33.6888802, 73.0024764 33.688805, 73.0025286 33.6887263, 73.0025574 33.6887396, 73.0026255 33.6886369, 73.0028208 33.6887266))"
yes,"POLYGON ((73.0028645 33.6887442, 73.0030483 33.688831, 73.0029577 33.6889636, 73.002834 33.6889052, 73.0028543 33.6888755, 73.0027943 33.6888471, 73.0028645 33.6887442))"
yes,"POLYGON ((73.0027489 33.6888708, 73.002769 33.6888396, 73.0028503 33.6888758, 73.0028302 33.688907, 73.0027489 33.6888708))"
yes,"POLYGON ((73.003088 33.6888785, 73.0032833 33.6889628, 73.0031929 33.6891076, 73.0031688 33.6890972, 73.0031392 33.6891447, 73.0029681 33.6890708, 73.003088 33.6888785))"
yes,"POLYGON ((73.0025652 33.6882035, 73.0024154 33.6884208, 73.0021967 33.6883164, 73.0022377 33.688257, 73.0022748 33.6882747, 73.0023496 33.6881662, 73.0023274 33.6881556, 73.0023614 33.6881062, 73.0025652 33.6882035))"
yes,"POLYGON ((73.0026146 33.6885698, 73.0024245 33.688465, 73.0026042 33.6882391, 73.0027944 33.6883439, 73.0026146 33.6885698))"
yes,"POLYGON ((73.0028274 33.6883644, 73.0030127 33.6884472, 73.0028935 33.6886318, 73.0027082 33.688549, 73.0028274 33.6883644))"
yes,"POLYGON ((73.002902 33.6886853, 73.0030542 33.688485, 73.0031799 33.6885512, 73.0032167 33.6885027, 73.003301 33.6885471, 73.0030933 33.6888203, 73.0029841 33.6887628, 73.0030028 33.6887383, 73.002902 33.6886853))"
yes,"POLYGON ((73.0037052 33.6887935, 73.0035749 33.689005, 73.0033192 33.6888959, 73.0033079 33.6889142, 73.0032187 33.6888762, 73.0032453 33.6888331, 73.0031518 33.6887932, 73.0032767 33.6885907, 73.0034954 33.688684, 73.0034501 33.6887575, 73.0034798 33.6887702, 73.0035154 33.6887126, 73.0037052 33.6887935))"
yes,"POLYGON ((73.0035307 33.689066, 73.0035754 33.6889877, 73.0036047 33.6889993, 73.0036722 33.6888809, 73.0036832 33.6888852, 73.0037102 33.6888379, 73.0039151 33.6889188, 73.0037759 33.6891629, 73.0035307 33.689066))"
yes,"POLYGON ((73.0031352 33.6891972, 73.0033089 33.6889782, 73.0035006 33.6890677, 73.0033586 33.6892781, 73.0031352 33.6891972))"
yes,"POLYGON ((73.0034048 33.6892857, 73.0035336 33.6890953, 73.0037304 33.6891874, 73.0036015 33.6893779, 73.0034048 33.6892857))"
yes,"POLYGON ((73.0038158 33.6891619, 73.0039663 33.6889369, 73.0041677 33.6890303, 73.0040173 33.6892552, 73.0038158 33.6891619))"
yes,"POLYGON ((73.0041924 33.6890808, 73.0044228 33.6891865, 73.0042822 33.6893987, 73.0040518 33.689293, 73.0041924 33.6890808))"
yes,"POLYGON ((73.0025082 33.6879408, 73.0025295 33.6879133, 73.0025668 33.6879333, 73.0025455 33.6879608, 73.0025082 33.6879408))"
yes,"POLYGON ((73.0025311 33.6879191, 73.0025895 33.6878244, 73.0027933 33.6879115, 73.0027349 33.6880062, 73.0025311 33.6879191))"
yes,"POLYGON ((73.0027913 33.6880195, 73.0028978 33.6878373, 73.0030944 33.6879169, 73.0029878 33.6880991, 73.0027913 33.6880195))"
yes,"POLYGON ((73.0030277 33.6881338, 73.0030061 33.6881722, 73.0029651 33.6881562, 73.0029867 33.6881178, 73.0030277 33.6881338))"
yes,"POLYGON ((73.0031943 33.6882205, 73.003149 33.6882625, 73.0030969 33.6882237, 73.0031423 33.6881816, 73.0031943 33.6882205))"
yes,"POLYGON ((73.0031613 33.68797, 73.0033262 33.6880473, 73.0032154 33.688211, 73.0029976 33.6881088, 73.0030809 33.6879858, 73.0031338 33.6880106, 73.0031613 33.68797))"
yes,"POLYGON ((73.0031619 33.6879633, 73.0031279 33.6880054, 73.0030817 33.6879796, 73.0031157 33.6879375, 73.0031619 33.6879633))"
yes,"POLYGON ((73.0025951 33.6878119, 73.0026662 33.6877136, 73.0028697 33.6878155, 73.0027986 33.6879138, 73.0025951 33.6878119))"
yes,"POLYGON ((73.0035522 33.6881586, 73.0034421 33.6883328, 73.0032412 33.6882449, 73.0033512 33.6880707, 73.0035522 33.6881586))"
yes,"POLYGON ((73.003508 33.6883271, 73.0035947 33.6882042, 73.0037662 33.688288, 73.0036795 33.6884109, 73.003508 33.6883271))"
yes,"POLYGON ((73.004044 33.6883752, 73.0038995 33.6885665, 73.0038608 33.6885484, 73.0038501 33.6885643, 73.0037176 33.6885023, 73.0037387 33.6884711, 73.0037122 33.6884587, 73.0038389 33.6882649, 73.004044 33.6883752))"
yes,"POLYGON ((73.0042379 33.6885161, 73.0041592 33.6886379, 73.0041251 33.6886226, 73.0040725 33.6887039, 73.0039893 33.6886666, 73.0040139 33.6886286, 73.0039399 33.6885954, 73.0040467 33.6884304, 73.0042379 33.6885161))"
yes,"POLYGON ((73.0040623 33.6887643, 73.0040942 33.6887166, 73.0041454 33.6887403, 73.0041135 33.688788, 73.0040623 33.6887643))"
yes,"POLYGON ((73.0042629 33.6885379, 73.0043575 33.688587, 73.0043418 33.6886079, 73.0043959 33.688636, 73.0044115 33.6886151, 73.0044656 33.6886432, 73.0043223 33.6888343, 73.0041195 33.6887291, 73.0042629 33.6885379))"
yes,"POLYGON ((73.0046168 33.688897, 73.0045797 33.6889551, 73.0043943 33.6888731, 73.0044314 33.6888151, 73.0046168 33.688897))"
yes,"POLYGON ((73.0047314 33.6887766, 73.0046386 33.6889072, 73.0044359 33.6888074, 73.0045288 33.6886769, 73.0047314 33.6887766))"
yes,"POLYGON ((72.9949885 33.6941413, 72.9950649 33.6940178, 72.9952727 33.6941068, 72.9951962 33.6942303, 72.9949885 33.6941413))"
yes,"POLYGON ((72.9952598 33.6942858, 72.9952871 33.6942387, 72.9952467 33.6942225, 72.9953019 33.6941273, 72.9953357 33.6941408, 72.9953771 33.6940695, 72.9955512 33.6941393, 72.9955617 33.6941212, 72.9956313 33.6941491, 72.9955385 33.6943092, 72.9955015 33.6942944, 72.99546 33.6943661, 72.9952598 33.6942858))"
yes,"POLYGON ((72.9959049 33.6943313, 72.995805 33.6944817, 72.9957824 33.6944713, 72.9957517 33.6945174, 72.9957086 33.6944976, 72.9957013 33.6945086, 72.9956467 33.6944834, 72.9956552 33.6944708, 72.9955454 33.6944202, 72.9956749 33.6942255, 72.9959049 33.6943313))"
yes,"POLYGON ((72.9959459 33.6943556, 72.9961847 33.6944565, 72.9960992 33.6945966, 72.996143 33.6946152, 72.9962123 33.6945016, 72.9963177 33.6945462, 72.9961845 33.6947644, 72.9959734 33.6946752, 72.9959934 33.6946425, 72.9957728 33.6945493, 72.995801 33.6945032, 72.9958446 33.6945216, 72.9959459 33.6943556))"
yes,"POLYGON ((72.9966911 33.6947637, 72.9966339 33.6948518, 72.9965542 33.6948159, 72.9965205 33.6948677, 72.9964375 33.6948303, 72.9964516 33.6948086, 72.9963757 33.6947745, 72.9964604 33.6946442, 72.9965549 33.6946868, 72.9965471 33.6946989, 72.9966911 33.6947637))"
yes,"POLYGON ((72.9967377 33.6947798, 72.9968437 33.694823, 72.9967271 33.6950209, 72.9966211 33.6949777, 72.9967377 33.6947798))"
yes,"POLYGON ((72.9968356 33.6948439, 72.9969526 33.6948865, 72.9968333 33.695113, 72.9967748 33.6950917, 72.9967857 33.6950711, 72.9967272 33.6950498, 72.9968356 33.6948439))"
yes,"POLYGON ((72.9972251 33.6950441, 72.9970793 33.6952573, 72.9969659 33.6952036, 72.9971117 33.6949904, 72.9972251 33.6950441))"
yes,"POLYGON ((72.9972574 33.6950691, 72.9973691 33.6951131, 72.9972405 33.6953392, 72.9971704 33.6953116, 72.9971849 33.695286, 72.9971433 33.6952696, 72.9972574 33.6950691))"
yes,"POLYGON ((72.9975037 33.6951594, 72.9973603 33.6954108, 72.9972925 33.695384, 72.9973211 33.6953338, 72.997265 33.6953117, 72.9973798 33.6951105, 72.9975037 33.6951594))"
yes,"POLYGON ((72.9976281 33.695519, 72.9975087 33.6954732, 72.997625 33.6952634, 72.9977445 33.6953092, 72.9976281 33.695519))"
yes,"POLYGON ((72.9947717 33.6920232, 72.9946984 33.6921305, 72.99444 33.6920082, 72.9945133 33.6919009, 72.9947717 33.6920232))"
yes,"POLYGON ((72.9948438 33.6920632, 72.9951311 33.6922205, 72.9950708 33.6922968, 72.9947835 33.6921395, 72.9948438 33.6920632))"
yes,"POLYGON ((72.9945834 33.6918934, 72.9946548 33.6917825, 72.9948674 33.6918772, 72.994796 33.6919882, 72.9945834 33.6918934))"
yes,"POLYGON ((72.9951936 33.6920467, 72.9951283 33.6921497, 72.9948659 33.6920347, 72.9949058 33.6919718, 72.9949205 33.6919783, 72.9949459 33.6919381, 72.9951936 33.6920467))"
yes,"POLYGON ((72.9945957 33.6917166, 72.9946232 33.6916739, 72.9946691 33.6916943, 72.9947141 33.6916242, 72.9949832 33.6917439, 72.9949107 33.6918567, 72.9945957 33.6917166))"
yes,"POLYGON ((72.9953501 33.6919389, 72.9952711 33.6920527, 72.9949735 33.6919096, 72.9950525 33.6917958, 72.9953501 33.6919389))"
yes,"POLYGON ((72.9947346 33.6915819, 72.9948108 33.6914708, 72.9950829 33.6916, 72.9950067 33.6917111, 72.9947346 33.6915819))"
yes,"POLYGON ((72.9951604 33.691654, 72.9954249 33.6917801, 72.9953937 33.6918254, 72.9953735 33.6918158, 72.9953295 33.6918797, 72.9950852 33.6917632, 72.9951604 33.691654))"
yes,"POLYGON ((72.9949123 33.6913273, 72.9951941 33.6914546, 72.995121 33.6915666, 72.9948392 33.6914394, 72.9949123 33.6913273))"
yes,"POLYGON ((72.9954463 33.6917494, 72.9951874 33.6916179, 72.9952471 33.6915366, 72.9953164 33.6915718, 72.9953307 33.6915523, 72.9955203 33.6916486, 72.9954463 33.6917494))"
yes,"POLYGON ((72.9951497 33.6912586, 72.9950801 33.6913558, 72.9950009 33.6913166, 72.9950316 33.6912737, 72.994985 33.6912506, 72.9950239 33.6911963, 72.9951497 33.6912586))"
yes,"POLYGON ((72.9952868 33.691483, 72.9953596 33.6913783, 72.9956128 33.6915002, 72.99554 33.6916049, 72.9952868 33.691483))"
yes,"POLYGON ((72.9951704 33.6911405, 72.9952006 33.6910951, 72.9953996 33.6911869, 72.995328 33.6912945, 72.9950704 33.6911757, 72.9951118 33.6911135, 72.9951704 33.6911405))"
yes,"POLYGON ((72.9954035 33.691335, 72.9954692 33.6912355, 72.9957155 33.6913481, 72.9956781 33.6914047, 72.9956008 33.6913693, 72.9955867 33.6913906, 72.9955446 33.6913713, 72.9955303 33.6913929, 72.9954035 33.691335))"
yes,"POLYGON ((72.9953295 33.6910446, 72.9953621 33.6910599, 72.9953357 33.6910988, 72.9951639 33.6910181, 72.9952305 33.69092, 72.9953697 33.6909854, 72.9953295 33.6910446))"
yes,"POLYGON ((72.9954954 33.6912101, 72.9955611 33.6910939, 72.9956468 33.6911274, 72.9956255 33.691165, 72.9956936 33.6911917, 72.9957112 33.6911606, 72.9957804 33.6911877, 72.9957587 33.6912261, 72.9957949 33.6912402, 72.995766 33.6912914, 72.9957616 33.6912897, 72.9957502 33.6913098, 72.9954954 33.6912101))"
yes,"POLYGON ((72.9953064 33.6909142, 72.9953701 33.6908064, 72.9955925 33.6908975, 72.9955288 33.6910052, 72.9953064 33.6909142))"
yes,"POLYGON ((72.9956732 33.6909145, 72.9957955 33.6909755, 72.9958144 33.6909492, 72.9959358 33.6910098, 72.9958246 33.6911641, 72.995573 33.6910385, 72.9956061 33.6909926, 72.995614 33.6909965, 72.9956732 33.6909145))"
yes,"POLYGON ((72.9952493 33.6924325, 72.9953226 33.6923286, 72.9955711 33.6924498, 72.9955196 33.6925229, 72.9955576 33.6925414, 72.9955358 33.6925722, 72.9952493 33.6924325))"
yes,"POLYGON ((72.99566 33.6923017, 72.9955777 33.6924124, 72.9953537 33.692297, 72.995436 33.6921864, 72.99566 33.6923017))"
yes,"POLYGON ((72.9955248 33.6920684, 72.9957217 33.6921613, 72.9956595 33.6922525, 72.9954627 33.6921596, 72.9955248 33.6920684))"
yes,"POLYGON ((72.9959111 33.6920401, 72.9958435 33.692137, 72.9957994 33.6921157, 72.9957929 33.692125, 72.9955029 33.691985, 72.9955366 33.6919366, 72.9955798 33.6919574, 72.99562 33.6918997, 72.9959111 33.6920401))"
yes,"POLYGON ((72.9958011 33.6919209, 72.995705 33.6918772, 72.9957603 33.691793, 72.9960051 33.6919043, 72.995934 33.6920125, 72.9957853 33.6919449, 72.9958011 33.6919209))"
yes,"POLYGON ((72.9961156 33.6917549, 72.9960401 33.6918671, 72.9958023 33.6917562, 72.9958778 33.6916441, 72.9961156 33.6917549))"
yes,"POLYGON ((72.9960048 33.6915109, 72.9962171 33.6916229, 72.9961468 33.6917152, 72.9961066 33.691694, 72.9960938 33.6917108, 72.9959216 33.69162, 72.9960048 33.6915109))"
yes,"POLYGON ((72.9959972 33.6914668, 72.9960729 33.6913584, 72.9961631 33.6914021, 72.9961741 33.6913863, 72.9962984 33.6914464, 72.9962821 33.6914698, 72.9963282 33.6914921, 72.9962577 33.6915929, 72.9959972 33.6914668))"
yes,"POLYGON ((73.0096967 33.6895609, 73.0098894 33.6896638, 73.0098126 33.6897634, 73.0097575 33.689734, 73.0097338 33.6897648, 73.0095961 33.6896914, 73.0096967 33.6895609))"
yes,"POLYGON ((73.0100847 33.6897438, 73.0100745 33.6898255, 73.0100469 33.6898231, 73.0100164 33.6898697, 73.0100132 33.689895, 73.009972 33.6899581, 73.0097899 33.6898756, 73.0098886 33.6897247, 73.0098873 33.6897349, 73.0099084 33.6897027, 73.0099789 33.6897346, 73.0100847 33.6897438))"
yes,"POLYGON ((73.0100156 33.6899847, 73.0101272 33.6898144, 73.0101892 33.6898425, 73.0102033 33.689821, 73.0103708 33.6898969, 73.010364 33.6899072, 73.0104344 33.6899391, 73.0104152 33.6899684, 73.0104669 33.6899918, 73.0104832 33.6899669, 73.0105482 33.6899964, 73.0104321 33.6901736, 73.0100156 33.6899847))"
yes,"POLYGON ((73.0105844 33.6900281, 73.0107821 33.6901005, 73.0107376 33.6901846, 73.0105399 33.6901122, 73.0105844 33.6900281))"
yes,"POLYGON ((73.0106782 33.6901874, 73.0106104 33.6902981, 73.0104358 33.6902241, 73.0105035 33.6901134, 73.0106782 33.6901874))"
