landuse,geometry
grass,"POLYGON ((73.0632389 33.6968132, 73.0636563 33.6966038, 73.0641124 33.6964914, 73.0646944 33.6964806, 73.0654256 33.6964845, 73.0659186 33.6962494, 73.0664993 33.6959775, 73.067145 33.6956631, 73.0677876 33.6955574, 73.0681358 33.6955698, 73.0677161 33.6949526, 73.0673722 33.6944826, 73.0670488 33.6941931, 73.0666401 33.6939218, 73.066534 33.6937939, 73.0664618 33.6937033, 73.0663933 33.6935534, 73.0663612 33.6934046, 73.0663524 33.6932073, 73.066402 33.6929362, 73.0666845 33.6924832, 73.0669915 33.69202, 73.0671143 33.691567, 73.0664593 33.6924491, 73.0655628 33.6936856, 73.0650838 33.6943872, 73.0647604 33.6948368, 73.0638434 33.696005, 73.0634341 33.6965568, 73.0632389 33.6968132))"
forest,"POLYGON ((73.0841153 33.70452, 73.0840125 33.7044366, 73.0839154 33.7042696, 73.0839816 33.7041298, 73.0842782 33.7040896, 73.0854159 33.7042621, 73.0856528 33.7043421, 73.0866799 33.704805, 73.087636 33.7055015, 73.0890296 33.7064452, 73.0900547 33.7069616, 73.0911457 33.7075562, 73.0932054 33.7086359, 73.0974799 33.7108852, 73.0987886 33.7115736, 73.0998171 33.7120822, 73.1014058 33.7129016, 73.102012 33.7133048, 73.1025983 33.7136047, 73.1028432 33.7138065, 73.1030743 33.7139108, 73.103328 33.7140053, 73.1035331 33.714099, 73.103659 33.7141399, 73.1039155 33.7142337, 73.1054695 33.7150433, 73.1060243 33.7153484, 73.1056999 33.7157904, 73.1055306 33.7158529, 73.1038521 33.7149554, 73.1031458 33.714483, 73.1029817 33.7144035, 73.1027279 33.7142582, 73.1026382 33.7142077, 73.1020988 33.7139472, 73.1015889 33.7137557, 73.0998547 33.7129075, 73.0977151 33.711777, 73.0953873 33.7105722, 73.0915736 33.7085968, 73.0902616 33.7078965, 73.0895918 33.7075461, 73.0888965 33.7071825, 73.0883288 33.7068855, 73.0879433 33.7066838, 73.0871639 33.7062736, 73.0858178 33.705565, 73.0850659 33.7050449, 73.0843482 33.7046486, 73.0841153 33.70452))"
grass,"POLYGON ((73.179286 33.5178326, 73.1792555 33.5178292, 73.1792372 33.5178089, 73.1792514 33.5177835, 73.1792738 33.5177733, 73.1793998 33.5177733, 73.1796661 33.5177445, 73.1798897 33.5177242, 73.1800178 33.5177038, 73.1801377 33.517653, 73.1802881 33.5175801, 73.180465 33.5175089, 73.1805727 33.5174716, 73.1806235 33.517475, 73.1806276 33.5175699, 73.1806357 33.5176598, 73.1806113 33.5176852, 73.180408 33.517714, 73.180315 33.5177246, 73.1800523 33.5177547, 73.1796295 33.5177869, 73.1795014 33.5177953, 73.179286 33.5178326))"
grass,"POLYGON ((73.1810367 33.5176496, 73.1810059 33.5174389, 73.1810937 33.5174389, 73.1810922 33.517489, 73.1813002 33.5175083, 73.1813464 33.5174852, 73.1813803 33.5174903, 73.1817823 33.5175455, 73.1818902 33.5175404, 73.1819657 33.5175275, 73.1819657 33.5176046, 73.1818994 33.5175918, 73.1817253 33.5176097, 73.1815112 33.517629, 73.1813448 33.517647, 73.1812755 33.517629, 73.1810367 33.5176496))"
grass,"POLYGON ((73.1830336 33.5187021, 73.1828861 33.5187177, 73.1828029 33.5186607, 73.1827466 33.5185713, 73.1826568 33.5184125, 73.182587 33.518247, 73.1825441 33.5181061, 73.182528 33.5179876, 73.1825293 33.5178177, 73.1826192 33.5177081, 73.1827399 33.5176455, 73.1828445 33.5176075, 73.1830001 33.5175884, 73.1833193 33.517565, 73.1835003 33.5175515, 73.1836961 33.5175113, 73.1840465 33.5174496, 73.1842835 33.5173928, 73.1846295 33.5172586, 73.1849447 33.5171256, 73.1851821 33.5170037, 73.1853296 33.5169187, 73.1854315 33.5168863, 73.1854945 33.5169086, 73.1854892 33.5169836, 73.1854637 33.5169959, 73.1853618 33.517007, 73.1850707 33.5172184, 73.1849715 33.5172821, 73.1850023 33.5173358, 73.1849663 33.5174061, 73.1849281 33.5173999, 73.1848813 33.517238, 73.1843103 33.5174028, 73.1838114 33.5175348, 73.1832388 33.5176209, 73.182992 33.5176488, 73.1828472 33.5177461, 73.1827453 33.5178859, 73.1827399 33.5180111, 73.1827855 33.5182481, 73.1828861 33.5184952, 73.1829612 33.5186383, 73.1830336 33.5187021))"
forest,"POLYGON ((72.9806209 33.6831605, 72.982458 33.6841227, 72.9826401 33.6842158, 72.9832164 33.6834272, 72.98349 33.6835745, 72.9836455 33.6833245, 72.9827711 33.6828915, 72.9826317 33.6827754, 72.982646 33.6827656, 72.9827229 33.682713, 72.9828516 33.6825389, 72.9827282 33.6824719, 72.9828462 33.6822576, 72.9825566 33.6820791, 72.9825083 33.6818737, 72.9826639 33.6816684, 72.9830823 33.6815702, 72.9836152 33.6818885, 72.9838802 33.6815805, 72.983667 33.6813649, 72.9834739 33.6810256, 72.9832057 33.680731, 72.9829804 33.6805569, 72.9819289 33.67999, 72.9812691 33.6808604, 72.9819096 33.6811922, 72.9820201 33.6826996, 72.9817519 33.682704, 72.98118 33.6824041, 72.9806209 33.6831605))"
forest,"POLYGON ((72.9851507 33.6816603, 72.9860112 33.6809319, 72.9865531 33.6806328, 72.987811 33.680693, 72.9876554 33.6801395, 72.9872853 33.680269, 72.9870895 33.6801083, 72.986376 33.6801819, 72.9850698 33.6810435, 72.9849303 33.6811082, 72.9851507 33.6816603))"
grass,"POLYGON ((73.0549178 33.7090224, 73.0547084 33.7088787, 73.0545885 33.7086487, 73.0546515 33.7084052, 73.0547918 33.7082294, 73.0548934 33.7081059, 73.0549829 33.7080975, 73.0550987 33.7081397, 73.0551414 33.7082632, 73.0551821 33.7083511, 73.0551455 33.7084323, 73.0549605 33.7086589, 73.054869 33.7088618, 73.0549178 33.7090224))"
construction,"POLYGON ((73.0519983 33.7062966, 73.052452 33.7065519, 73.0518707 33.7072667, 73.0514171 33.7070114, 73.0519983 33.7062966))"
construction,"POLYGON ((73.0608016 33.714068, 73.0613301 33.7133341, 73.061822 33.7135641, 73.0612691 33.7142912, 73.0608016 33.714068))"
construction,"POLYGON ((73.059979 33.7134762, 73.060414 33.7128675, 73.0608206 33.7130501, 73.0603449 33.7136622, 73.059979 33.7134762))"
commercial,"POLYGON ((73.1476973 33.5262641, 73.1479635 33.5262894, 73.1480622 33.5263273, 73.1484445 33.5264743, 73.1488252 33.5266962, 73.1492104 33.5268189, 73.1496517 33.5267176, 73.150051 33.5265639, 73.1507632 33.5264918, 73.1509967 33.5264918, 73.1511742 33.5265113, 73.151424 33.5265853, 73.1516622 33.5266145, 73.1519611 33.5266184, 73.1519867 33.5265794, 73.1519882 33.5264219, 73.1519914 33.5260909, 73.151821 33.5257736, 73.1514941 33.5256237, 73.151389 33.5254213, 73.1513353 33.5249677, 73.1513364 33.524937, 73.1513399 33.5248392, 73.1511788 33.5243915, 73.1510224 33.5241677, 73.1509126 33.5238114, 73.1507235 33.5236927, 73.1508726 33.523509, 73.1509496 33.5231931, 73.1509157 33.5231546, 73.1502647 33.5232937, 73.1476517 33.5239373, 73.1461341 33.5244227, 73.1476973 33.5262641))"
commercial,"POLYGON ((73.1732339 33.536405, 73.1748501 33.5360076, 73.1746415 33.5353131, 73.1731446 33.5356755, 73.1732339 33.536405))"
recreation_ground,"POLYGON ((72.9844816 33.6822065, 72.9841984 33.682123, 72.9841204 33.6819227, 72.984301 33.6817798, 72.9846555 33.6816685, 72.9847313 33.6816444, 72.9849208 33.6820099, 72.9844816 33.6822065))"
industrial,"POLYGON ((73.1311578 33.5411414, 73.131153 33.5440147, 73.1320006 33.5439723, 73.1329179 33.5438359, 73.1331888 33.5437822, 73.1337118 33.5435676, 73.1346104 33.5432144, 73.1350207 33.5430602, 73.1354499 33.5430758, 73.1361741 33.543277, 73.1366917 33.5436012, 73.1370807 33.5438761, 73.1373945 33.5442159, 73.1377673 33.5445736, 73.1380677 33.5449961, 73.1382018 33.5452778, 73.1382984 33.5455438, 73.1400243 33.5482057, 73.1419985 33.5516557, 73.1430769 33.552308, 73.1435204 33.5523225, 73.1442422 33.5529893, 73.1457381 33.5529748, 73.1464817 33.5527103, 73.1468085 33.5527581, 73.1472868 33.5540433, 73.1472208 33.5546137, 73.149266 33.5549024, 73.1498433 33.5539059, 73.1507092 33.5533354, 73.1526996 33.5517919, 73.1542097 33.55132, 73.1574186 33.5497556, 73.1561492 33.548524, 73.1547283 33.5476239, 73.1561113 33.5467555, 73.1568123 33.5446396, 73.1575091 33.54446, 73.1579184 33.5448183, 73.1577883 33.5443464, 73.1576176 33.5435785, 73.1578301 33.5433106, 73.1583064 33.5432963, 73.1583663 33.5442993, 73.1595405 33.5448133, 73.1605826 33.5431868, 73.161833 33.5428868, 73.1615867 33.5459186, 73.1624014 33.5459344, 73.1631565 33.5483629, 73.1664937 33.5461397, 73.1687303 33.5432329, 73.1499194 33.5417085, 73.1385951 33.5407635, 73.134308 33.5404169, 73.1311578 33.5411414))"
construction,"POLYGON ((73.0492158 33.7021494, 73.0491929 33.7021794, 73.0490701 33.702115, 73.0491118 33.7020599, 73.0491452 33.7020773, 73.0491982 33.702007, 73.0491545 33.7019842, 73.049226 33.7018892, 73.0493188 33.7019375, 73.0493436 33.7019045, 73.0492374 33.7018494, 73.0493063 33.7017574, 73.0494349 33.701824, 73.0494673 33.7017807, 73.0493591 33.7017248, 73.0494826 33.7015594, 73.0498822 33.701766, 73.0498487 33.7018109, 73.0498279 33.7018001, 73.0498097 33.7018246, 73.049857 33.7018491, 73.0497761 33.7019574, 73.0496774 33.7019063, 73.0496176 33.7019863, 73.0497131 33.7020358, 73.0497219 33.7020241, 73.0497431 33.7020351, 73.0497179 33.7020684, 73.0496881 33.7020529, 73.0497014 33.7020353, 73.0496094 33.7019869, 73.0495429 33.7020743, 73.0496344 33.7021225, 73.0495701 33.7022071, 73.0495256 33.7021836, 73.0494648 33.7022634, 73.0493991 33.7022288, 73.0493668 33.7022713, 73.0492891 33.7022303, 73.0493121 33.7022, 73.0492158 33.7021494))"
grass,"POLYGON ((72.9599359 33.656055, 72.9598989 33.6560922, 72.9597822 33.6560264, 72.9599366 33.6558367, 72.9600543 33.6559072, 72.9599359 33.656055))"
residential,"POLYGON ((73.1570445 33.6500417, 73.1568102 33.649896, 73.157115 33.6496964, 73.1572025 33.6497527, 73.1572533 33.6497386, 73.1571799 33.6496564, 73.1573718 33.6495718, 73.157527 33.649539, 73.1576145 33.6497316, 73.1574001 33.6497997, 73.1572561 33.6498819, 73.1570445 33.6500417))"
construction,"POLYGON ((73.1830217 33.5172638, 73.1838638 33.5171739, 73.1851285 33.5166205, 73.1856297 33.5164212, 73.1861956 33.5158618, 73.1849338 33.5147415, 73.1843475 33.5154171, 73.1834192 33.5158751, 73.1831177 33.5155407, 73.182797 33.5157742, 73.1820811 33.5162529, 73.1814472 33.5165947, 73.1812389 33.5168985, 73.1812712 33.5172847, 73.1818709 33.5173266, 73.1821455 33.5171738, 73.1824121 33.5171486, 73.1825754 33.5172641, 73.1827843 33.5173091, 73.1830217 33.5172638))"
construction,"POLYGON ((73.1829199 33.5197606, 73.1832802 33.5194717, 73.1825012 33.5187542, 73.1822668 33.5181021, 73.1819193 33.5183103, 73.182577 33.5192002, 73.1827852 33.5195961, 73.1829199 33.5197606))"
grass,"POLYGON ((73.1647154 33.5317281, 73.163536 33.530496, 73.1640691 33.5304664, 73.1641108 33.5304792, 73.1645245 33.5310844, 73.1651774 33.5314198, 73.1647154 33.5317281))"
depot,"POLYGON ((73.0400501 33.6779068, 73.0404225 33.6774005, 73.0406076 33.6771495, 73.0410421 33.6765575, 73.0441176 33.6781539, 73.0436875 33.6791931, 73.0430654 33.6791447, 73.0428876 33.6793609, 73.0400501 33.6779068))"
construction,"POLYGON ((73.1600361 33.519578, 73.1600262 33.5191811, 73.1597758 33.5192121, 73.1597683 33.5189909, 73.1595898 33.5186374, 73.1597187 33.5184926, 73.1601353 33.5186063, 73.1608371 33.5183583, 73.1608694 33.5186601, 73.1612909 33.518656, 73.161348 33.5190839, 73.160609 33.5191956, 73.1606115 33.5194871, 73.1600361 33.519578))"
construction,"POLYGON ((73.1552846 33.5221424, 73.1551012 33.5215771, 73.1560543 33.5213526, 73.1561173 33.521945, 73.1557812 33.5220278, 73.1552846 33.5221424))"
construction,"POLYGON ((73.1592188 33.5198388, 73.1589521 33.5191852, 73.1578694 33.5194514, 73.1581297 33.5200878, 73.1592188 33.5198388))"
construction,"POLYGON ((73.1104367 33.5419918, 73.110579 33.5424144, 73.1110787 33.5422548, 73.1109091 33.5418656, 73.1104367 33.5419918))"
grass,"POLYGON ((72.9973778 33.6664052, 72.9979356 33.6656506, 72.9993291 33.6663724, 72.9987714 33.6670995, 72.9973778 33.6664052))"
grass,"POLYGON ((73.0021249 33.6631282, 73.0089807 33.6667165, 73.00919 33.6664851, 73.0094023 33.6666021, 73.0098358 33.666082, 73.0027049 33.6623319, 73.0021249 33.6631282))"
forest,"POLYGON ((72.9978403 33.6618864, 73.0013931 33.6636844, 73.0024587 33.6622013, 72.9990462 33.660358, 72.9978403 33.6618864))"
residential,"POLYGON ((72.9973722 33.6577125, 72.9985268 33.6565568, 73.0031017 33.6589871, 73.00219 33.6602441, 72.9993831 33.6587377, 72.9973722 33.6577125))"
forest,"POLYGON ((72.9784972 33.6479095, 72.9797439 33.6461202, 72.980185 33.6460532, 72.9805031 33.6462038, 72.9808292 33.6463583, 72.9828865 33.6460108, 72.9844895 33.6457777, 72.9849536 33.6457042, 72.9850827 33.6456897, 72.9851601 33.6456936, 72.9852091 33.6457104, 72.9853166 33.6458043, 72.9854422 33.6458619, 72.9855646 33.6458885, 72.9856647 33.6458929, 72.9857179 33.6458982, 72.9857711 33.6459222, 72.9858297 33.6459869, 72.9859712 33.6461552, 72.9862232 33.6463835, 72.9866608 33.6466905, 72.9869441 33.646857, 72.9873827 33.6470493, 72.9878592 33.6472087, 72.9882663 33.6473232, 72.9888028 33.6473791, 72.9892883 33.6473768, 72.9894975 33.6473589, 72.9900125 33.6472964, 72.9901573 33.647263, 72.9911417 33.6469905, 72.9915655 33.6468186, 72.9921234 33.6465395, 72.9928422 33.6460483, 72.9929531 33.645948, 72.9929818 33.6459199, 72.9930038 33.645903, 72.9930393 33.645903, 72.9930748 33.6459171, 72.9995206 33.6493223, 72.9955329 33.6548501, 72.995659 33.6551296, 72.995941 33.6552865, 72.9956281 33.6557967, 72.9949896 33.655707, 72.9946828 33.6559762, 72.994177 33.6556966, 72.9932151 33.6553722, 72.993107 33.6553418, 72.9854722 33.6514067, 72.983476 33.6503552, 72.983132 33.6499504, 72.9831479 33.6498056, 72.9830904 33.6496925, 72.9823483 33.6493716, 72.9823027 33.6491748, 72.9816393 33.6489712, 72.980922 33.6486537, 72.9797652 33.6486813, 72.9784972 33.6479095))"
grass,"POLYGON ((73.1274188 33.7192728, 73.124943 33.7181542, 73.1254904 33.7174276, 73.1277885 33.7186517, 73.1274188 33.7192728))"
residential,"POLYGON ((73.0119499 33.6754782, 73.0108203 33.6769377, 73.0106952 33.6773369, 73.0110041 33.6776718, 73.011366 33.6777259, 73.0119514 33.6774045, 73.0125531 33.6767279, 73.0127889 33.6766941, 73.0133451 33.6770673, 73.0138019 33.6764545, 73.0133014 33.6761907, 73.0126453 33.6758448, 73.0124956 33.6757659, 73.012251 33.675637, 73.0119499 33.6754782))"
greenfield,"POLYGON ((73.0137585 33.6690398, 73.0126769 33.6684485, 73.0131656 33.6678176, 73.0142336 33.6683769, 73.0137585 33.6690398))"
grass,"POLYGON ((73.015407 33.6740428, 73.0151509 33.6744264, 73.0156782 33.6747316, 73.0159664 33.6748985, 73.0156237 33.6753641, 73.0162304 33.6756591, 73.0161083 33.6759411, 73.0167031 33.6762296, 73.0174477 33.6767476, 73.0179756 33.6770262, 73.017822 33.6754591, 73.0178535 33.6750788, 73.0182238 33.6746985, 73.0189211 33.6745051, 73.0197563 33.6743248, 73.0196224 33.6741018, 73.0194254 33.6737871, 73.0182947 33.6731969, 73.0178535 33.6729805, 73.0172704 33.6726855, 73.0167347 33.6733281, 73.0169277 33.6736658, 73.0164983 33.6742002, 73.0163171 33.6741412, 73.0160689 33.6743969, 73.015407 33.6740428))"
grass,"POLYGON ((73.0148945 33.6728112, 73.0151037 33.6725232, 73.0155442 33.6727449, 73.015335 33.6730328, 73.0148945 33.6728112))"
grass,"POLYGON ((73.0124046 33.6776124, 73.0122356 33.6775276, 73.0125763 33.6770566, 73.0129491 33.6772486, 73.0128559 33.6774006, 73.0126386 33.6773359, 73.0124046 33.6776124))"
grass,"POLYGON ((73.0127397 33.6775674, 73.0129491 33.6772486, 73.0131208 33.6773356, 73.0129031 33.6776451, 73.0127397 33.6775674))"
grass,"POLYGON ((73.0129845 33.6775845, 73.0131403 33.6773472, 73.0132743 33.6774082, 73.0131185 33.6776454, 73.0129845 33.6775845))"
grass,"POLYGON ((73.0131455 33.6776374, 73.0133535 33.6773429, 73.0135227 33.6774256, 73.0133146 33.6777201, 73.0131455 33.6776374))"
grass,"POLYGON ((73.0133328 33.6777188, 73.0135274 33.6774375, 73.0136778 33.6774846, 73.013469 33.6777939, 73.0133328 33.6777188))"
grass,"POLYGON ((73.0135947 33.6776731, 73.0137026 33.6774831, 73.0140406 33.6776083, 73.0139061 33.6778248, 73.0135947 33.6776731))"
greenfield,"POLYGON ((73.0178771 33.6711661, 73.0173321 33.6709099, 73.0177939 33.6702472, 73.0183124 33.6705108, 73.0178771 33.6711661))"
greenfield,"POLYGON ((73.0186783 33.6706271, 73.0184007 33.6710235, 73.0189549 33.6712923, 73.0192325 33.6708959, 73.0186783 33.6706271))"
construction,"POLYGON ((73.0201669 33.6724268, 73.0206306 33.6717346, 73.0208712 33.6718539, 73.0204058 33.6725269, 73.0201669 33.6724268))"
greenfield,"POLYGON ((73.0216008 33.6728646, 73.0218874 33.6730219, 73.0219504 33.6732063, 73.0220399 33.6733129, 73.0219524 33.6734195, 73.0221821 33.6735294, 73.0227411 33.672731, 73.0219768 33.6723385, 73.0219484 33.6724045, 73.0220053 33.67244, 73.0218793 33.672599, 73.0218183 33.6725686, 73.0216008 33.6728646))"
grass,"POLYGON ((73.0130248 33.6674007, 73.0129855 33.6673618, 73.0129493 33.6672891, 73.0129426 33.6672281, 73.0129511 33.6671785, 73.012993 33.6671111, 73.013042 33.6670641, 73.0131167 33.6670264, 73.013192 33.6669959, 73.0132921 33.6669764, 73.013422 33.6669755, 73.0135639 33.6670192, 73.0142722 33.6674195, 73.0185137 33.66961, 73.0206459 33.6707395, 73.0232962 33.6722278, 73.024039 33.6726323, 73.0261483 33.6736703, 73.0283905 33.6748265, 73.0304402 33.6759522, 73.0322056 33.6768566, 73.0343011 33.6778792, 73.0347009 33.6781047, 73.0365479 33.6791041, 73.0372632 33.6794971, 73.0373458 33.6796535, 73.0373458 33.6798977, 73.0372266 33.6800198, 73.0370477 33.6799741, 73.0343332 33.6785584, 73.0319213 33.6773259, 73.0294452 33.6760056, 73.0258503 33.674132, 73.0227895 33.6725338, 73.0188312 33.6704494, 73.0140644 33.6679552, 73.0130248 33.6674007))"
residential,"POLYGON ((73.0306922 33.673228, 73.0320866 33.6739756, 73.0367768 33.6676888, 73.0352163 33.667101, 73.0322711 33.67102, 73.0306922 33.673228))"
cemetery,"POLYGON ((73.0336204 33.6746199, 73.034437 33.6734603, 73.0340423 33.6732367, 73.034475 33.6727548, 73.0350154 33.6730082, 73.0351342 33.6731055, 73.0354049 33.6732486, 73.0358695 33.6735221, 73.0361233 33.6736481, 73.035761 33.6741457, 73.0349027 33.6752967, 73.0336204 33.6746199))"
grass,"POLYGON ((73.0124086 33.6670827, 73.0124608 33.6670907, 73.0125449 33.667081, 73.0126268 33.6670544, 73.0127082 33.6670025, 73.0127463 33.6669364, 73.0127663 33.6668807, 73.0127769 33.6668028, 73.0127737 33.6667443, 73.0127652 33.6667018, 73.0127172 33.6666381, 73.0126311 33.6665432, 73.0125472 33.6664949, 72.9951084 33.6574123, 72.9950036 33.6576847, 72.995249 33.6580736, 73.0044035 33.6629484, 73.0110368 33.6664201, 73.0124086 33.6670827))"
cemetery,"POLYGON ((73.0931438 33.6539018, 73.0941545 33.654493, 73.0917164 33.6579151, 73.0913886 33.6574945, 73.0915498 33.6562279, 73.091629 33.6556951, 73.0931438 33.6539018))"
construction,"POLYGON ((73.1599274 33.5702134, 73.160734 33.5692021, 73.1611069 33.5694085, 73.1603 33.5704197, 73.1599274 33.5702134))"
forest,"POLYGON ((73.162222 33.5730514, 73.1618539 33.5725088, 73.1646979 33.5708206, 73.1706658 33.5674444, 73.1721272 33.5666518, 73.174728 33.5651681, 73.175256 33.5651648, 73.1746294 33.5655815, 73.1677951 33.5693825, 73.162222 33.5730514))"
forest,"POLYGON ((73.1616983 33.5722929, 73.1613095 33.5718116, 73.1643025 33.5701338, 73.1645165 33.5701397, 73.165568 33.56959, 73.1722379 33.5658087, 73.1738613 33.5648055, 73.1744114 33.5648999, 73.1616983 33.5722929))"
forest,"POLYGON ((73.1591313 33.5731066, 73.1610033 33.5719786, 73.1614052 33.5724417, 73.159533 33.5735694, 73.1591313 33.5731066))"
forest,"POLYGON ((73.1584572 33.5737861, 73.1581664 33.5734659, 73.1539647 33.576115, 73.1542549 33.5764346, 73.1584572 33.5737861))"
forest,"POLYGON ((73.1616313 33.5729273, 73.1614826 33.5726678, 73.1522099 33.5780227, 73.1524364 33.5782645, 73.15393 33.577374, 73.1590122 33.5745019, 73.1616313 33.5729273))"
construction,"POLYGON ((73.1748016 33.5353759, 73.1750982 33.5362887, 73.1754648 33.536172, 73.1755465 33.5358586, 73.1754531 33.5354557, 73.1753083 33.5353506, 73.1749884 33.5352786, 73.1748016 33.5353759))"
construction,"POLYGON ((73.2101569 33.6018125, 73.2105785 33.6012108, 73.2107287 33.6011706, 73.2112656 33.6014317, 73.2107847 33.6021177, 73.2101569 33.6018125))"
construction,"POLYGON ((73.1483663 33.5257582, 73.1486315 33.5262277, 73.1488943 33.5261245, 73.1486292 33.525655, 73.1483663 33.5257582))"
construction,"POLYGON ((73.1488974 33.5259257, 73.1486903 33.5254764, 73.1487676 33.5254517, 73.1487465 33.5254061, 73.1488243 33.5254016, 73.1488089 33.5253683, 73.1489253 33.5253308, 73.1491111 33.525731, 73.1489936 33.5257689, 73.1490161 33.5258174, 73.148978 33.5258297, 73.1490062 33.5258908, 73.1488974 33.5259257))"
construction,"POLYGON ((73.1495782 33.5260471, 73.1495489 33.5256365, 73.1500459 33.5256118, 73.1500753 33.5260224, 73.1495782 33.5260471))"
construction,"POLYGON ((73.1502164 33.5258066, 73.1501826 33.5254161, 73.1505871 33.5253918, 73.1506209 33.5257823, 73.1502164 33.5258066))"
construction,"POLYGON ((73.1509037 33.5260018, 73.1508693 33.5256241, 73.1512637 33.5255991, 73.1512981 33.5259768, 73.1509037 33.5260018))"
construction,"POLYGON ((73.1480622 33.5263273, 73.1485287 33.5249861, 73.1511144 33.5243869, 73.1513364 33.524937, 73.1514523 33.5256525, 73.1519882 33.5264219, 73.1493817 33.5266855, 73.1480622 33.5263273))"
